draw_rank,sampling_key_sha256,candidate_id,canonical_repo_url,target_datasets,discovery_source,search_ids,repo_relation,original_notes,selection_status,screening_outcome,exclusion_code,exclusion_reason,frozen_commit,checked_at,eligible_sequence
256,c695893acaba756538178f5b9a81f66f584377d839d0ccabfa4e7f80eaadb781,C077,https://github.com/AditiSrivastava905/Code_alpha_Emotion-Recognition-From-Speech,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=45; raw GitHub repository-search hit; GH-RAV-2 rank=39,not_reached,,,,,,
257,c6eab0344096d99dfb721029e0692aabac3d36cdaa41a17d9bc8edfce810ef06,C018,https://github.com/Pranav-RB/ravdess-emotion-recognition,RAVDESS,GitHub|GitHubAPI,GH02|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-2 rank=57,not_reached,,,,,,
258,c71a6a4ebac2e71c8d5cc5bc2f74146ac72a5970c3e2e4573e6a447c47d6b0cc,C144,https://github.com/Meh1988/EmotionalSpeechRecognition,RAVDESS,GitHubAPI,RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-2 rank=46,not_reached,,,,,,
259,c75f500e83d9d308a447cd6ed2c083fabe040825f8195c84706ab1cceb9ce3d5,C296,https://github.com/xdotli/emotion_recognition,IEMOCAP,GitHubAPI,IE_GH_I_02,unknown,,not_reached,,,,,,
260,c9685c795dfd1515d5e5f04afcd4e3328040450199bf1383ca7c0368671bbacd,C232,https://github.com/RoboCupAtHome/AtHomeCommunityWiki,RAVDESS|CREMA-D,WebSearch,RC_WEB_BATCH|RC_WEB_RAV_VERIFY,unknown,raw combined web-search result; unique-repository order=13; per-query allocation unavailable; raw RAVDESS supplementary-web result; unique-repository order=13,not_reached,,,,,,
261,cb1dd15b88e2bb51d43add1bcc0931940ca377ff057d4d9b544897c44e86a978,C351,https://github.com/pavan7842/Speech-Emotion-Recognition,EmoDB,GitHubAPI,IE_GH_E_HYPHEN_01|IE_GH_E_HYPHEN_02,unknown,,not_reached,,,,,,
262,cbc68570782f59259a952a197bdf654eee584aebf41775550a528cd4e6841a57,C122,https://github.com/Abirelbahri/Speech-Emotion-Recognition,RAVDESS,GitHubAPI,RC_GH_RAV_1,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=93,not_reached,,,,,,
263,cc00c935eb43cb0f3451647371557da9603580a58768b94c54562aa6dd9097e3,C081,https://github.com/baroudioussama/Speech-Emotion-Recognition-RAVDESS-,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=50; raw GitHub repository-search hit; GH-RAV-2 rank=78,not_reached,,,,,,
264,cd1a67bf03b53fc77e49f72f5bcf507cecbb8fd2de0b7ef76101612f5c818f3a,C128,https://github.com/satwikalankela/Speech_Emotion_Recognition,RAVDESS,GitHubAPI,RC_GH_RAV_1,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=99,not_reached,,,,,,
265,cd64f86f573418b69cd702c4cb7606e913d60e96a7be28df5f9319101ce51b33,C325,https://github.com/Temitope3003/Speech_Emotion_Recognition,EmoDB,GitHubAPI,IE_GH_E_01|IE_GH_E_02,unknown,,not_reached,,,,,,
266,cd65e447ae1dea4b94a586d05da3e12f72d9b46519c2be30d63469cfc09be000,C062,https://github.com/xJiang30/Speech-Emotion-Recognition-using-LSTM,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=30; raw GitHub repository-search hit; GH-RAV-2 rank=51,not_reached,,,,,,
267,cdb53c6d04d407ec70f2243d0cc083c6cb9f72a8b49dfa40931fcec8c973bf78,C026,https://github.com/Aditya3107/IEMOCAP_EMOTION_Recognition,IEMOCAP,GitHub|GitHubAPI|WebSearch,GH06|IE_GH_I_02|IE_WEB_IE_00|IE_WEB_I_01,unknown,WEB-IE-00 timestamp reconstructed between adjacent logged calls; combined connector output did not expose a stable result-page URL,not_reached,,,,,,
268,cf3390974813b785e5b6e9d7badc94cec6c0686dbf2508e08342bf78f0a6b38d,C211,https://github.com/podstreloff/emotional_model,CREMA-D,GitHubAPI,RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-2 rank=20,not_reached,,,,,,
269,cf478b962683e5425ab0a50629c0abebddbdfa901cc472846f9f356c76035a85,C304,https://github.com/Makiato1999/HRI-EMO,IEMOCAP,GitHubAPI,IE_GH_I_02,unknown,,not_reached,,,,,,
270,d0675900951b3868257065abbeaf0ff3ee04682298b4ecdaf059b1bdc9c71d34,C138,https://github.com/abhishekyana/Emotion-Recognition-using-Spatio-Temporal-Data,RAVDESS,GitHubAPI,RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-2 rank=31,not_reached,,,,,,
271,d17d723225c9e68020150258a7c9c7217642e67842bcdb1db7c218b5a9c53282,C346,https://github.com/745165806/Speech-emotion-recognition-Emo-DB,EmoDB,GitHubAPI,IE_GH_E_HYPHEN_01|IE_GH_E_HYPHEN_02,unknown,,not_reached,,,,,,
272,d18817df749d13df9fa4dbf2d5993c93306773a0ecbe25a18b6774908e9c71d9,C101,https://github.com/Dheeraj30198/speech-emotion-recognition,RAVDESS,GitHubAPI,RC_GH_RAV_1,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=72,not_reached,,,,,,
273,d1dc0e8806a5d6aab464cb210928bafc530cdda7307d722c73a4a65709eb3c9d,C177,https://github.com/Talha-018/Word_for_Thought,CREMA-D,GitHubAPI,RC_GH_CRE_1|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-1 rank=20; raw GitHub repository-search hit; GH-CRE-2 rank=18,not_reached,,,,,,
274,d22eac41ba21b5ae2c414eef0992d7dc89d83ea67a5d6aee80a1ef1b05ee1be8,C383,https://github.com/Renovamen/Speech-Emotion-Recognition,EmoDB,GitHubAPIQualification,IE_META_ACCESS_14,fork_upstream,Snowballed parent retained in the candidate frame after the hellolzc fork was excluded,not_reached,,,,,,
275,d3a6cbc90fd31134e82c892458ff52937835c9c64633ae7083607bfec4c5977b,C299,https://github.com/Yan-Song/SpecAugment-vs-CodecAugment,IEMOCAP,GitHubAPI,IE_GH_I_02,unknown,,not_reached,,,,,,
276,d446d718a3092a982e4f3457de5993f36e592a6fd334104b9598bd0b4b17df88,C124,https://github.com/ai739rya/SpeechEmotionRecognition,RAVDESS|CREMA-D,GitHubAPI,RC_GH_RAV_1|RC_GH_CRE_1|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=95; raw GitHub repository-search hit; GH-CRE-1 rank=8; raw GitHub repository-search hit; GH-CRE-2 rank=34,not_reached,,,,,,
277,d4e2391e28d3d04f9c3636a8fbd47c626c1cb633624e0d23192e07bb4bb75ab5,C110,https://github.com/1994-avik/Speech-Emotion-recognition-using-RAVDESS-dataset,RAVDESS,GitHubAPI,RC_GH_RAV_1,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=81,not_reached,,,,,,
278,d5cac0acbffa9416a272a219a63043d88d6745b6b141eeec6c639ce63a58f5c7,C166,https://github.com/ransfordnyarko/Speech-Emotion-Recognition,CREMA-D,GitHubAPI,RC_GH_CRE_1|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-1 rank=7; raw GitHub repository-search hit; GH-CRE-2 rank=12,not_reached,,,,,,
279,da85d7f0c4ec1647a28bfa22c0c328987193c2f91f2b107ccdd8f9db60e55a3d,C044,https://github.com/hotelll/speech-emotion-recognition,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=6; raw GitHub repository-search hit; GH-RAV-2 rank=11,not_reached,,,,,,
280,db56f13ae7382c80dcb64d1faf4ac8a2d5c72f4f5d78f1067c020ea398edcc54,C317,https://github.com/zhengniuniu/emodbSER,EmoDB,GitHubAPI,IE_GH_E_01|IE_GH_E_02,unknown,,not_reached,,,,,,
281,dd37608fecae286d0dae4d4fe9c2085295058296d2e7773972026e008dd29d99,C058,https://github.com/Ratndeepk/emotion_detection_in_audio,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=26; raw GitHub repository-search hit; GH-RAV-2 rank=23,not_reached,,,,,,
282,dddab22497bdfd544fa8e6a517b57a9a9b791b9a16cd33c99f22a43a7a79fdcc,C253,https://github.com/Nightey3s/Speech-Emotion-Recognition-using-Wav2Vec2,IEMOCAP,GitHubAPI,IE_GH_I_01|IE_GH_I_02,unknown,,not_reached,,,,,,
283,de3d64059ee8c83545df34c59d908fab363cf42d4baa728282b66da5272ab29f,C283,https://github.com/wenliangdai/Modality-Transferable-MER,IEMOCAP,GitHubAPI,IE_GH_I_02,unknown,,not_reached,,,,,,
284,e0c483e396cd2d4723750e81c6cd916c94df7d45c34dcb34f7066690f00e93b5,C014,https://github.com/lh060616/RAVDESS-Emotion-Recognition-Epoch,RAVDESS,GitHub|GitHubAPI,GH02|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-2 rank=69,not_reached,,,,,,
285,e0ffacfb0a98efd2ebf6303d42aa69e99b8aa2ba432f261fb55f18c313f9e629,C084,https://github.com/Ateeb-333/speech-emotion-recognition-ravdess,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=53; raw GitHub repository-search hit; GH-RAV-2 rank=85,not_reached,,,,,,
286,e26dbc6390e237327b0cd8497544a745809e8ba237440ec88ba2fa4032f18875,C099,https://github.com/Varun-eng/Speech-Emotion-Recognition-Using-SVM,RAVDESS,GitHubAPI,RC_GH_RAV_1,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=70,not_reached,,,,,,
287,e2bbd38b2b6159490439f458af8d8180b8a3f508f0827075ed833046517b9786,C088,https://github.com/GAGAN-010/speech-emotion-recognition-tess-ravdess,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=57; raw GitHub repository-search hit; GH-RAV-2 rank=94,not_reached,,,,,,
288,e3bf332c992be00167cdfc36f6ba15e1d7e29db8d5b8ec2b1e209c59ef1258a9,C205,https://github.com/DivyanshAnandWork/Data-Governance,CREMA-D,GitHubAPI,RC_GH_CRE_1|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-1 rank=48; raw GitHub repository-search hit; GH-CRE-2 rank=66,not_reached,,,,,,
289,e5a22ed77160ece8660e5968a23d92f193c8244f16bf61e3d212929887bbf5b1,C191,https://github.com/Genix2096/Emotion-Recognition-System,CREMA-D,GitHubAPI,RC_GH_CRE_1|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-1 rank=34; raw GitHub repository-search hit; GH-CRE-2 rank=10,not_reached,,,,,,
290,e6194d07cb094fce4b2e8c91660a0888c5e441f5989f399d00634a3e51a3827e,C064,https://github.com/YanviAroraCS/Speech-emotion-recognition-system,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=32; raw GitHub repository-search hit; GH-RAV-2 rank=44,not_reached,,,,,,
291,e688b8072a0044f12f56bde6fc43a1dba5552921a332e5834f10e6987715ce4b,C017,https://github.com/Nabilthahamid/RAVDESS-Emotion-Recognition-System-,RAVDESS,GitHub|GitHubAPI,GH02|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-2 rank=84,not_reached,,,,,,
292,e7a16263e08d72f40f94ffd75bcce0c594ce31938febf0e14d25c1a531b421f1,C333,https://github.com/weli159/Emotion-clarity-in-speech-recognition,EmoDB,GitHubAPI,IE_GH_E_02,unknown,,not_reached,,,,,,
293,e7bbfdee4008ea9f068f7dba8ad126bdcf2a9f01bd602a5324bbe3f97ff1a5d1,C235,https://github.com/ZenvilleErasmus/RAVDESS-emotions-speech-audio-only,RAVDESS,WebSearch,RC_WEB_RAV_VERIFY,unknown,raw RAVDESS supplementary-web result; unique-repository order=11,not_reached,,,,,,
294,e7c5ddf8e7bbccdf7455465466e9edd46615406b6645f890216c23b18688f137,C157,https://github.com/utkarshbaranwal1/emotion_recognition,RAVDESS,GitHubAPI,RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-2 rank=80,not_reached,,,,,,
295,e7eef7f6812c168756b19be875c995892b901e34488a50b963165f12617bb243,C022,https://github.com/CaioJustino/CREMA-D-SpeechEmotionRecognition,CREMA-D,GitHub|GitHubAPI,GH03|RC_GH_CRE_1|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-1 rank=3; raw GitHub repository-search hit; GH-CRE-2 rank=13,not_reached,,,,,,
296,e81c12237ceee25ee43ff20a90732d15cea327186ffe2156d8af43e218bee03d,C105,https://github.com/Vis-halV/pr-mini,RAVDESS,GitHubAPI,RC_GH_RAV_1,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=76,not_reached,,,,,,
297,e8322c2c2299dd188c9e1dc2e98cfeaf4f2947560ff2cbf8f39c4470d6eafed9,C130,https://github.com/cristinalunaj/MMEmotionRecognition,RAVDESS,GitHubAPI,RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-2 rank=3,not_reached,,,,,,
298,e86894697bb8ace9bac312bf0fc171e57d9bf2e591d8923c68ed3803c4fbafc2,C251,https://github.com/bolajixi/Mulitimodal-Speech-Emotion-Recognition,IEMOCAP,GitHubAPI,IE_GH_I_01|IE_GH_I_02,unknown,,not_reached,,,,,,
299,e8bbee0e8125ff068e0823bbbb470ad40cd030153f68642e4b6f5fb8570c05d0,C286,https://github.com/ludybupt/FATRER,IEMOCAP,GitHubAPI,IE_GH_I_02,unknown,,not_reached,,,,,,
300,e8d2d4c232037ac8cf3c108fbd6e36f475caf8f3326671d926d97bc6cd662908,C057,https://github.com/KangHyunWook/Speech-Emotion-Recognition-on-RAVDESS-dataset,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=25; raw GitHub repository-search hit; GH-RAV-2 rank=32,not_reached,,,,,,
301,e9823dbe48a5d756e748fe0c9c4aae9ae925b45600d4f157c9c2b6b8e4fbf2a8,C289,https://github.com/mohammadamin-ai/emotion-recognition-IEMOCAP,IEMOCAP,GitHubAPI,IE_GH_I_02,unknown,,not_reached,,,,,,
302,ea4a011dc99b98b48266603ec784aead4cdcd69b257c657730f5c689470e2ca9,C323,https://github.com/duclld1709/Speech-Emotion-Recognition,EmoDB,GitHubAPI,IE_GH_E_01|IE_GH_E_02,unknown,,not_reached,,,,,,
303,eb109de55b0188eb1f049df036ab88124e8fa6d4c013c46f572c3184ef8bb2d2,C051,https://github.com/Baibhav-nag/SER-using-MLP-and-CNN,RAVDESS|EmoDB,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2|IE_GH_E_01|IE_GH_E_02,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=17; raw GitHub repository-search hit; GH-RAV-2 rank=25,not_reached,,,,,,
304,ebb43cd364c9d54225ffa717531d2d1c83ccca93fb9f0a24745c16763780f888,C194,https://github.com/saolxs/speech-emotion-recognition,CREMA-D,GitHubAPI,RC_GH_CRE_1|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-1 rank=37; raw GitHub repository-search hit; GH-CRE-2 rank=55,not_reached,,,,,,
305,ec950e94f013bf454b98782345832366ccecb1a66d215eadb59195f10a36e7d7,C102,https://github.com/shreyash-singh-yadav/speech-emotion-recognition-cnn,RAVDESS,GitHubAPI,RC_GH_RAV_1,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=73,not_reached,,,,,,
306,ed1ad14778d1402cdc0cc5c70cc461600374c8c7403ad9cf7db5be7950c12f70,C107,https://github.com/vasavivenimenda-cloud/Speech-Emotion-Recognition,RAVDESS,GitHubAPI,RC_GH_RAV_1,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=78,not_reached,,,,,,
307,edd645cfeb3159c19be554e1aad2e88f57d36a39eba65faa48226bd71cff0603,C311,https://github.com/malikbaqi12/A-Hybrid-Approach-to-Emotion-Classification-Using-Multimodal-Text-and-Audio-Data,IEMOCAP,GitHubAPI,IE_GH_I_02,unknown,,not_reached,,,,,,
308,ef0eba0fb56cd4e0cc235a92dc9be2197285c78d593e7c4455ce35bdefa7331f,C288,https://github.com/xdotli/emotion_recognition_iemocap,IEMOCAP,GitHubAPI,IE_GH_I_02,unknown,,not_reached,,,,,,
309,f04d227e9c06511ac3bddac4b102b6295242585989c9155c453f27e85397593b,C225,https://github.com/CheyneyComputerScience/CREMA-D,CREMA-D,WebSearch,RC_WEB_BATCH|RC_WEB_CRE_VERIFY,unknown,raw combined web-search result; unique-repository order=3; per-query allocation unavailable; raw CREMA-D supplementary-web result; unique-repository order=4,not_reached,,,,,,
310,f062b12df7732f32c1472f0588d0e98b9cfd1d8679f5771175b6d518974e1dcd,C244,https://github.com/PiotrSobczak/speech-emotion-recognition,IEMOCAP,GitHubAPI,IE_GH_I_01|IE_GH_I_02,unknown,,not_reached,,,,,,
311,f06e088708c04697023e0eaeda1faba374d28580f72996a80940b7b0bb21d2f8,C164,https://github.com/hallowshaw/Speech-Emotion-Recognition-with-MFCC,CREMA-D,GitHubAPI,RC_GH_CRE_1|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-1 rank=5; raw GitHub repository-search hit; GH-CRE-2 rank=17,not_reached,,,,,,
312,f0a66932afaab55bc3e9c2aa2cc9cd70a6279f69f9413819634449bdc9bf666b,C055,https://github.com/suvro5495/Speech-Emotion-Recognition-SER-,RAVDESS|CREMA-D,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2|RC_GH_CRE_1|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=23; raw GitHub repository-search hit; GH-RAV-2 rank=33; raw GitHub repository-search hit; GH-CRE-1 rank=1; raw GitHub repository-search hit; GH-CRE-2 rank=1,not_reached,,,,,,
313,f15e3a804453868fd5c36db1b678333746d265b88e2f501571db69ddab4ce442,C206,https://github.com/sv6095/Emonity,CREMA-D,GitHubAPI,RC_GH_CRE_1|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-1 rank=49; raw GitHub repository-search hit; GH-CRE-2 rank=65,not_reached,,,,,,
314,f25b52216477c67c4c4a44b337bd0728642f7d2e8a26248f3f69dfd6041843c7,C179,https://github.com/Garima53/Speech-emotion-recognition,CREMA-D,GitHubAPI,RC_GH_CRE_1|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-1 rank=22; raw GitHub repository-search hit; GH-CRE-2 rank=35,not_reached,,,,,,
315,f27772166b883e9e0c65eaa4ba1f9edda914a2a8441d091c59bdefb7a7dcb156,C070,https://github.com/Aparna-J-Nair/Convolutional-Neural-Network-Based-Speech-Emotion-Recognition,RAVDESS,GitHubAPI,RC_GH_RAV_1,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=38,not_reached,,,,,,
316,f3254454c99d0b84737c9827019e2065b56a90cd414e2dc570e383a40434d48f,C052,https://github.com/jayanth-mkv/speech-emotion-recognition-api-using-fastapi,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=20; raw GitHub repository-search hit; GH-RAV-2 rank=30,not_reached,,,,,,
317,f36b7940ba346db566753460adbed67ad8963e676698f72e0482066d46f90d4d,C182,https://github.com/kani2006/Speech-Emotion-Recognition,CREMA-D|IEMOCAP|EmoDB,GitHubAPI,RC_GH_CRE_1|RC_GH_CRE_2|IE_GH_I_01|IE_GH_I_02|IE_GH_E_HYPHEN_01|IE_GH_E_HYPHEN_02,unknown,raw GitHub repository-search hit; GH-CRE-1 rank=25; raw GitHub repository-search hit; GH-CRE-2 rank=39,not_reached,,,,,,
318,f47ec823dd2f7c8340965d59bed25c23a36da6708e08769867bb0df222c9426e,C096,https://github.com/kumbhanvgopi/SER-Main,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=67; raw GitHub repository-search hit; GH-RAV-2 rank=95,not_reached,,,,,,
319,f4d2c908c70bc8d9ab1d9e72249c46effd2c11c5675b1b86e8d6773ff72db9a4,C190,https://github.com/DivyanshAnandWork/Deep-Neural-Architecture-For-Speech-Emotion-Recognition,CREMA-D,GitHubAPI,RC_GH_CRE_1|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-1 rank=33; raw GitHub repository-search hit; GH-CRE-2 rank=47,not_reached,,,,,,
320,f5a797c40b8b84f458f7af1f96656dba7a1a5c11736bf1a8f8a7a53e554c8498,C038,https://github.com/Divyansh-Devrani/SPEECH-EMOTION-RECOGNITION-USING-PYTHON-AND-RAVDESS,RAVDESS,WebSearch|GitHubAPI,WEB01|RC_GH_RAV_1|RC_GH_RAV_2,supplemental_code,raw GitHub repository-search hit; GH-RAV-1 rank=16; raw GitHub repository-search hit; GH-RAV-2 rank=24,not_reached,,,,,,
321,f5c1e515a3c82fc7bc17b0ad5ff4be362237b5a9ae29e4a739921f36519a46b2,C245,https://github.com/ShaheenPerveen/speech-emotion-recognition-iemocap,IEMOCAP,GitHubAPI,IE_GH_I_01|IE_GH_I_02,unknown,,not_reached,,,,,,
322,f6baf1587d670f66a30e841f05cb6f7205193483faa9e70d2af9024a8801f3b5,C040,https://github.com/mkosaka1/Speech_Emotion_Recognition,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=1; raw GitHub repository-search hit; GH-RAV-2 rank=1,not_reached,,,,,,
323,f703d14da5d82a9a149668e9d31280dfea917146f8ab4f0d76e7d9776ad6c799,C336,https://github.com/samsudinng/speech_emo_recognition,IEMOCAP|EmoDB,WebSearch,IE_WEB_IE_00|IE_WEB_I_01|IE_WEB_E_01,unknown,WEB-IE-00 timestamp reconstructed between adjacent logged calls; combined connector output did not expose a stable result-page URL,not_reached,,,,,,
324,f811a4e6286b4d7de4fe064587723414a643ccddc54b7a1e6b3a56fa6dd0f236,C149,https://github.com/moazhassan751/Multimodal-Emotion-Recognition,RAVDESS,GitHubAPI,RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-2 rank=64,not_reached,,,,,,
325,f82660f3ba13d7b90947fcb4669117c34fa42b852a25139e881bf47654ff061e,C298,https://github.com/jtavernor/genetic_iemocap,IEMOCAP,GitHubAPI,IE_GH_I_02,unknown,,not_reached,,,,,,
326,f8f9b222e42e0f0952bbbdb29e51182f69d3bd4634813d29ee9ad9b27529f6b9,C282,https://github.com/zrr1999/emotion-recognition,IEMOCAP,GitHubAPI,IE_GH_I_02,unknown,,not_reached,,,,,,
327,fcd378aa5234322068c733a705737e5b3755e175fc0f1ccec203a49b03753728,C187,https://github.com/RiyaSinghai2202/Speech-Emotion-Recognition,CREMA-D,GitHubAPI,RC_GH_CRE_1|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-1 rank=30; raw GitHub repository-search hit; GH-CRE-2 rank=45,not_reached,,,,,,
328,fe481c4d8c8bab5d460594ae952c12ccbbf7b6c35a27517a400667a4da61b974,C046,https://github.com/pushpanshu0501/Speech-Emotion-Recognition--1,RAVDESS,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-1 rank=8; raw GitHub repository-search hit; GH-RAV-2 rank=14,not_reached,,,,,,
329,fea8cf9dc6dab7bf75bf99c6f6cb5f467f560138c4a6cffb9e29bf6c6f11933a,C293,https://github.com/ravinarayanaA/IEMOCAP-Multimodal-emotion-recognition,IEMOCAP,GitHubAPI,IE_GH_I_02,unknown,,not_reached,,,,,,
330,ffbda983b24348e15bc50ecbabc6fe633920749ce76df2ae9f6e712001c3353a,C153,https://github.com/wendytnn/ravdess-multimodal-emotion-recognition,RAVDESS,GitHubAPI,RC_GH_RAV_2,unknown,raw GitHub repository-search hit; GH-RAV-2 rank=71,not_reached,,,,,,
331,ffc9eae4a57e786dacdbfb20bb47446928b09e604b86c5af6cb5125c4d8dff36,C178,https://github.com/AdArya125/Speech-emotion-recognition,CREMA-D,GitHubAPI,RC_GH_CRE_1|RC_GH_CRE_2,unknown,raw GitHub repository-search hit; GH-CRE-1 rank=21; raw GitHub repository-search hit; GH-CRE-2 rank=32,not_reached,,,,,,
